generated_date,covers_year_month,standing_order,pdf_path,submitted_date,response_due,response_received_date,status,notes
2026-05-05,2026-04,Y,opra_requests\202604_ocean_clerk.pdf,,2026-05-15,,DRAFT_GENERATED,Sign and email PDF to John P. Kelly's office.
